# mechanism-map-schema: gororoba-legacy-patch-mechanism-map-v1
# One row per effect atom: a (patch, file) pair, split further where one
# patch carries effects belonging to different native commits (0028).
# native_commit_group values are candidate review buckets, not approved
# commit boundaries; the semantic review decides merges and splits, and
# patch-number adjacency is not the deciding criterion. Tree IDs come
# from docs/legacy-patch-transitions.tsv. evidence_scope repeats the
# README promotion ledger classes; per-patch hardware verdicts stay in
# the referenced steinmarder-r300 status table.
effect_atom	patch_index	patch	input_tree	output_tree	file	symbol	mechanism_id	role	depends_on	supersedes	execution_scope	evidence_scope	default_safety_state	native_commit_group	disposition	evidence_reference	notes
0037.0	34	0037-rs480-force-clock-undoc-4xxx-probe-table.patch	b55201e249d93f0972e1413d7cc9b78bcfaa1ebd	8ebd7f6e306fa33b3a488a9334c540aeb916382c	radeon/rs400.c	none	gated-hazard-readers	extend	none	none	debugfs-read	compile-verified	index-selector-disarmed-at-negative	Attended and gated hazard readers	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0038.0	35	0038-rs480-cp-me-inject-idle-gate.patch	8ebd7f6e306fa33b3a488a9334c540aeb916382c	8844aa0ba03367c5595187f5303537f47fac4ec9	radeon/rs400.c	none	cp-me-dump-inject-oracle	harden	none	none	debugfs-write	compile-verified	root-only-debugfs-write	CP-ME dump, injection, oracle, and hardening	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	idle gate before microword patching
0039.0	36	0039-rs480-cp-ib-scratch-baseline-oracle-debugfs.patch	8844aa0ba03367c5595187f5303537f47fac4ec9	1c9545da4e5c07682a21ae67bf761a0479378d22	radeon/rs400.c	none	reset-scratch-oracle-probes	introduce	debugfs-registration-root	none	debugfs-write	compile-verified	root-only-debugfs-write	Reset and scratch-oracle probes	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0039.1	36	0039-rs480-cp-ib-scratch-baseline-oracle-debugfs.patch	8844aa0ba03367c5595187f5303537f47fac4ec9	1c9545da4e5c07682a21ae67bf761a0479378d22	radeon/radeon_drv.c	none	reset-scratch-oracle-probes	introduce	debugfs-registration-root	none	debugfs-write	compile-verified	root-only-debugfs-write	Reset and scratch-oracle probes	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0039.2	36	0039-rs480-cp-ib-scratch-baseline-oracle-debugfs.patch	8844aa0ba03367c5595187f5303537f47fac4ec9	1c9545da4e5c07682a21ae67bf761a0479378d22	radeon/radeon.h	none	reset-scratch-oracle-probes	introduce	debugfs-registration-root	none	debugfs-write	compile-verified	root-only-debugfs-write	Reset and scratch-oracle probes	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0040.0	37	0040-rs480-gpu-reset-recover-probe-debugfs.patch	1c9545da4e5c07682a21ae67bf761a0479378d22	0450c22c460ae78f55af9775bde6e3f40f80e991	radeon/rs400.c	none	reset-scratch-oracle-probes	extend	none	none	debugfs-write	compile-verified	root-only-debugfs-write	Reset and scratch-oracle probes	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0040.1	37	0040-rs480-gpu-reset-recover-probe-debugfs.patch	1c9545da4e5c07682a21ae67bf761a0479378d22	0450c22c460ae78f55af9775bde6e3f40f80e991	radeon/radeon_drv.c	none	reset-scratch-oracle-probes	extend	none	none	debugfs-write	compile-verified	root-only-debugfs-write	Reset and scratch-oracle probes	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0040.2	37	0040-rs480-gpu-reset-recover-probe-debugfs.patch	1c9545da4e5c07682a21ae67bf761a0479378d22	0450c22c460ae78f55af9775bde6e3f40f80e991	radeon/radeon.h	none	reset-scratch-oracle-probes	extend	none	none	debugfs-write	compile-verified	root-only-debugfs-write	Reset and scratch-oracle probes	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0041.0	38	0041-rs480-rbbm-soft-reset-recovery-probe-debugfs.patch	0450c22c460ae78f55af9775bde6e3f40f80e991	e68932136d33b2d87f92e0197519dc3dd13cb7ce	radeon/rs400.c	none	reset-scratch-oracle-probes	extend	none	none	debugfs-write	compile-verified	root-only-debugfs-write	Reset and scratch-oracle probes	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0041.1	38	0041-rs480-rbbm-soft-reset-recovery-probe-debugfs.patch	0450c22c460ae78f55af9775bde6e3f40f80e991	e68932136d33b2d87f92e0197519dc3dd13cb7ce	radeon/radeon_drv.c	none	reset-scratch-oracle-probes	extend	none	none	debugfs-write	compile-verified	root-only-debugfs-write	Reset and scratch-oracle probes	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0041.2	38	0041-rs480-rbbm-soft-reset-recovery-probe-debugfs.patch	0450c22c460ae78f55af9775bde6e3f40f80e991	e68932136d33b2d87f92e0197519dc3dd13cb7ce	radeon/radeon.h	none	reset-scratch-oracle-probes	extend	none	none	debugfs-write	compile-verified	root-only-debugfs-write	Reset and scratch-oracle probes	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0042.0	39	0042-rs480-blit-busy-reset-recovery-probe-debugfs.patch	e68932136d33b2d87f92e0197519dc3dd13cb7ce	05fafce339cbba80569e016c76009859458b1084	radeon/rs400.c	none	reset-scratch-oracle-probes	extend	none	none	debugfs-write	compile-verified	root-only-debugfs-write	Reset and scratch-oracle probes	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0042.1	39	0042-rs480-blit-busy-reset-recovery-probe-debugfs.patch	e68932136d33b2d87f92e0197519dc3dd13cb7ce	05fafce339cbba80569e016c76009859458b1084	radeon/radeon_drv.c	none	reset-scratch-oracle-probes	extend	none	none	debugfs-write	compile-verified	root-only-debugfs-write	Reset and scratch-oracle probes	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0043.0	40	0043-rs480-r300-asic-reset-force-clock-production-path.patch	05fafce339cbba80569e016c76009859458b1084	b6096a060c04c7728e3882e88287c96add07922e	radeon/r300.c	none	production-reset-wedge-safe-readback	introduce	igp-mc-idle-wait-correction	none	reset-path	compile-verified	always-on	Production reset path and wedge-safe readback	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0044.0	41	0044-rs480-wedged-3d-production-reset-recovery-probe.patch	b6096a060c04c7728e3882e88287c96add07922e	82642f59c6153587b11f04dec78437c853e2b18c	radeon/radeon_drv.c	none	reset-scratch-oracle-probes	extend	production-reset-wedge-safe-readback	none	debugfs-write	compile-verified	root-only-debugfs-write	Reset and scratch-oracle probes	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0044.1	41	0044-rs480-wedged-3d-production-reset-recovery-probe.patch	b6096a060c04c7728e3882e88287c96add07922e	82642f59c6153587b11f04dec78437c853e2b18c	radeon/rs400.c	none	reset-scratch-oracle-probes	extend	production-reset-wedge-safe-readback	none	debugfs-write	compile-verified	root-only-debugfs-write	Reset and scratch-oracle probes	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0045.0	42	0045-rs480-wedge-safe-crash-shim-gated-3d-readback.patch	82642f59c6153587b11f04dec78437c853e2b18c	0f7612c957c9188a95d665112411a2cafdcd72bd	radeon/radeon_device.c	none	production-reset-wedge-safe-readback	extend	none	none	reset-path	compile-verified	always-on	Production reset path and wedge-safe readback	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0046.0	43	0046-rs480-parked-gpu-failure-path-host-survival.patch	0f7612c957c9188a95d665112411a2cafdcd72bd	11284e8129cd2eca531c8261f907d4e91cec1327	radeon/radeon_device.c	none	parked-state-classification	introduce	production-reset-wedge-safe-readback	none	reset-path	hardware-pass-containment-fire-28	always-on	Core parked-state classification	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0046.1	43	0046-rs480-parked-gpu-failure-path-host-survival.patch	0f7612c957c9188a95d665112411a2cafdcd72bd	11284e8129cd2eca531c8261f907d4e91cec1327	radeon/rs400.c	none	parked-state-classification	introduce	production-reset-wedge-safe-readback	none	reset-path	hardware-pass-containment-fire-28	always-on	Core parked-state classification	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0046.2	43	0046-rs480-parked-gpu-failure-path-host-survival.patch	0f7612c957c9188a95d665112411a2cafdcd72bd	11284e8129cd2eca531c8261f907d4e91cec1327	radeon/radeon_kms.c	none	parked-state-classification	introduce	production-reset-wedge-safe-readback	none	reset-path	hardware-pass-containment-fire-28	always-on	Core parked-state classification	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0047.0	44	0047-rs480-hold-force-clock-on-failed-reset.patch	11284e8129cd2eca531c8261f907d4e91cec1327	57fa42ea4c2eb4ff71760def75d9c5950bcbd891	radeon/r300.c	none	parked-state-classification	extend	none	none	reset-path	hardware-pass-containment-fire-28	always-on	Core parked-state classification	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0048.0	45	0048-rs480-failed-reset-touch-nothing-after-classification.patch	57fa42ea4c2eb4ff71760def75d9c5950bcbd891	f4f1d5f01918cf053df506523564e58acd7a9c7d	radeon/r300.c	none	parked-state-classification	harden	none	none	reset-path	hardware-pass-containment-fire-28	always-on	Core parked-state classification	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0048.1	45	0048-rs480-failed-reset-touch-nothing-after-classification.patch	57fa42ea4c2eb4ff71760def75d9c5950bcbd891	f4f1d5f01918cf053df506523564e58acd7a9c7d	radeon/rs400.c	none	parked-state-classification	harden	none	none	reset-path	hardware-pass-containment-fire-28	always-on	Core parked-state classification	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0049.0	46	0049-rs480-parked-gpu-gart-tlb-flush-guard.patch	f4f1d5f01918cf053df506523564e58acd7a9c7d	f29cae69ff091ee8ce5be8566ef3830775e40626	radeon/radeon.h	none	parked-driver-entry-gates	introduce	parked-state-classification	none	kms-gates	hardware-pass-containment-fire-28	always-on	Parked KMS, GART, fence, asynchronous, debugfs, and unload gates	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0049.1	46	0049-rs480-parked-gpu-gart-tlb-flush-guard.patch	f4f1d5f01918cf053df506523564e58acd7a9c7d	f29cae69ff091ee8ce5be8566ef3830775e40626	radeon/radeon_device.c	none	parked-driver-entry-gates	introduce	parked-state-classification	none	kms-gates	hardware-pass-containment-fire-28	always-on	Parked KMS, GART, fence, asynchronous, debugfs, and unload gates	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0049.2	46	0049-rs480-parked-gpu-gart-tlb-flush-guard.patch	f4f1d5f01918cf053df506523564e58acd7a9c7d	f29cae69ff091ee8ce5be8566ef3830775e40626	radeon/rs400.c	none	parked-driver-entry-gates	introduce	parked-state-classification	none	kms-gates	hardware-pass-containment-fire-28	always-on	Parked KMS, GART, fence, asynchronous, debugfs, and unload gates	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0050.0	47	0050-rs480-parked-gpu-modeset-and-flip-gate.patch	f29cae69ff091ee8ce5be8566ef3830775e40626	75cca2e8fa5ddc0d3991a9edab9e4f28fe709ac4	radeon/radeon_display.c	none	parked-driver-entry-gates	extend	parked-state-classification	none	kms-gates	hardware-pass-containment-fire-28	always-on	Parked KMS, GART, fence, asynchronous, debugfs, and unload gates	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0050.1	47	0050-rs480-parked-gpu-modeset-and-flip-gate.patch	f29cae69ff091ee8ce5be8566ef3830775e40626	75cca2e8fa5ddc0d3991a9edab9e4f28fe709ac4	radeon/radeon_kms.c	none	parked-driver-entry-gates	extend	parked-state-classification	none	kms-gates	hardware-pass-containment-fire-28	always-on	Parked KMS, GART, fence, asynchronous, debugfs, and unload gates	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0051.0	48	0051-rs480-parked-gpu-fence-lockup-check-gate.patch	75cca2e8fa5ddc0d3991a9edab9e4f28fe709ac4	10c4a8504b1dab73a2b07f299e14cbb3f9de4748	radeon/radeon_fence.c	none	parked-driver-entry-gates	extend	parked-state-classification	none	kms-gates	hardware-pass-containment-fire-28	always-on	Parked KMS, GART, fence, asynchronous, debugfs, and unload gates	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0051.1	48	0051-rs480-parked-gpu-fence-lockup-check-gate.patch	75cca2e8fa5ddc0d3991a9edab9e4f28fe709ac4	10c4a8504b1dab73a2b07f299e14cbb3f9de4748	radeon/radeon_device.c	none	parked-driver-entry-gates	extend	parked-state-classification	none	kms-gates	hardware-pass-containment-fire-28	always-on	Parked KMS, GART, fence, asynchronous, debugfs, and unload gates	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0052.0	49	0052-rs480-parked-gpu-close-path-pins.patch	10c4a8504b1dab73a2b07f299e14cbb3f9de4748	846fb801da257cd2f9a7c5811741603ac993dcca	radeon/radeon_gem.c	none	parked-memory-fault-containment	introduce	parked-state-classification	none	mm-fault-path	hardware-pass-containment-fire-28	always-on	Parked GEM, TTM, fbdev, mmap, and fault containment	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0052.1	49	0052-rs480-parked-gpu-close-path-pins.patch	10c4a8504b1dab73a2b07f299e14cbb3f9de4748	846fb801da257cd2f9a7c5811741603ac993dcca	radeon/radeon_ttm.c	none	parked-memory-fault-containment	introduce	parked-state-classification	none	mm-fault-path	hardware-pass-containment-fire-28	always-on	Parked GEM, TTM, fbdev, mmap, and fault containment	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0053.0	50	0053-rs480-parked-gpu-leak-bos-by-design.patch	846fb801da257cd2f9a7c5811741603ac993dcca	3c925f580f141d1e3d1c1e2bd3c56ca367993b1b	radeon/radeon_gem.c	none	parked-memory-fault-containment	extend	parked-state-classification	none	mm-fault-path	hardware-pass-containment-fire-28	always-on	Parked GEM, TTM, fbdev, mmap, and fault containment	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0054.0	51	0054-rs480-parked-gpu-counted-leak-breadcrumb.patch	3c925f580f141d1e3d1c1e2bd3c56ca367993b1b	0282f0f930f8d2b07509c385ddef1da1bbc850bc	radeon/radeon_gem.c	none	parked-memory-fault-containment	extend	parked-state-classification	none	mm-fault-path	hardware-pass-containment-fire-28	always-on	Parked GEM, TTM, fbdev, mmap, and fault containment	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0055.0	52	0055-rs480-rs400-include-pci-for-save-restore-state.patch	0282f0f930f8d2b07509c385ddef1da1bbc850bc	af4db17132fd42f5c45543a92bd908bbc6c26367	radeon/rs400.c	none	parked-driver-entry-gates	correct	none	none	build	compile-verified	build-support	Parked KMS, GART, fence, asynchronous, debugfs, and unload gates	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	pci.h include for save/restore state; absent from the candidate bucket table and filed with the gate chain it unblocks
0056.0	53	0056-rs480-parked-gpu-quiesce-async-agents.patch	af4db17132fd42f5c45543a92bd908bbc6c26367	3133797546f188d25a2e77f3f21fdc10520c1142	radeon/radeon_device.c	none	parked-driver-entry-gates	extend	parked-state-classification	none	kms-gates	hardware-pass-containment-fire-28	always-on	Parked KMS, GART, fence, asynchronous, debugfs, and unload gates	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0057.0	54	0057-rs480-parked-gpu-sync-drain-async-works.patch	3133797546f188d25a2e77f3f21fdc10520c1142	ff3996c216b9561338ae65c3e0fe45f5ed299d9e	radeon/radeon_device.c	none	parked-driver-entry-gates	extend	parked-state-classification	none	kms-gates	hardware-pass-containment-fire-28	always-on	Parked KMS, GART, fence, asynchronous, debugfs, and unload gates	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0058.0	55	0058-rs480-parked-gpu-disable-kms-output-poll.patch	ff3996c216b9561338ae65c3e0fe45f5ed299d9e	ed2c030f30cac6e36ef374fcfb699a73d4c4971c	radeon/radeon_connectors.c	none	parked-driver-entry-gates	extend	parked-state-classification	none	kms-gates	hardware-pass-containment-fire-28	always-on	Parked KMS, GART, fence, asynchronous, debugfs, and unload gates	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0058.1	55	0058-rs480-parked-gpu-disable-kms-output-poll.patch	ff3996c216b9561338ae65c3e0fe45f5ed299d9e	ed2c030f30cac6e36ef374fcfb699a73d4c4971c	radeon/radeon_device.c	none	parked-driver-entry-gates	extend	parked-state-classification	none	kms-gates	hardware-pass-containment-fire-28	always-on	Parked KMS, GART, fence, asynchronous, debugfs, and unload gates	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0059.0	56	0059-rs480-parked-gpu-gate-fbdev-vram-aperture.patch	ed2c030f30cac6e36ef374fcfb699a73d4c4971c	9e27f0a9491395052b9a198019f8123fd9264dc2	radeon/radeon_fbdev.c	none	parked-memory-fault-containment	extend	parked-state-classification	none	mm-fault-path	hardware-pass-containment-fire-28	always-on	Parked GEM, TTM, fbdev, mmap, and fault containment	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0060.0	57	0060-rs480-parked-gpu-sigbus-vram-mmap.patch	9e27f0a9491395052b9a198019f8123fd9264dc2	5282c8c9cc5e137a02d54b0a3edf87fd9012aba2	radeon/radeon_gem.c	none	parked-memory-fault-containment	harden	parked-state-classification	none	mm-fault-path	hardware-demonstrated-sigbus-refault-fire	always-on	Parked GEM, TTM, fbdev, mmap, and fault containment	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	SIGBUS isolation gate hardware-demonstrated on RS482 (dev-profile module, bundle rs480_sigbus_refault_fire_rs482_20260803T030621Z)
0060.1	57	0060-rs480-parked-gpu-sigbus-vram-mmap.patch	9e27f0a9491395052b9a198019f8123fd9264dc2	5282c8c9cc5e137a02d54b0a3edf87fd9012aba2	radeon/radeon_device.c	none	parked-memory-fault-containment	harden	parked-state-classification	none	mm-fault-path	hardware-demonstrated-sigbus-refault-fire	always-on	Parked GEM, TTM, fbdev, mmap, and fault containment	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	SIGBUS isolation gate hardware-demonstrated on RS482 (dev-profile module, bundle rs480_sigbus_refault_fire_rs482_20260803T030621Z)
0061.0	58	0061-rs480-parked-gpu-debugfs-readers-hard-return.patch	5282c8c9cc5e137a02d54b0a3edf87fd9012aba2	77285203edc406f98270b3f905bc1f61b84d7257	radeon/rs400.c	none	parked-driver-entry-gates	harden	parked-state-classification	none	debugfs-read	hardware-pass-containment-fire-28	always-on	Parked KMS, GART, fence, asynchronous, debugfs, and unload gates	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0062.0	59	0062-rs480-parked-gpu-module-unload-no-hardware.patch	77285203edc406f98270b3f905bc1f61b84d7257	65580d0742421b7fed6f373b08799b1ea30e0031	radeon/radeon_kms.c	none	parked-driver-entry-gates	extend	parked-state-classification	none	kms-gates	hardware-pass-containment-fire-28	always-on	Parked KMS, GART, fence, asynchronous, debugfs, and unload gates	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0062.1	59	0062-rs480-parked-gpu-module-unload-no-hardware.patch	77285203edc406f98270b3f905bc1f61b84d7257	65580d0742421b7fed6f373b08799b1ea30e0031	radeon/radeon_drv.c	none	parked-driver-entry-gates	extend	parked-state-classification	none	kms-gates	hardware-pass-containment-fire-28	always-on	Parked KMS, GART, fence, asynchronous, debugfs, and unload gates	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0063.0	60	0063-rs480-parameterized-soft-reset-mask-candidates.patch	65580d0742421b7fed6f373b08799b1ea30e0031	4a104b9006e4f1f476ba22a7ffae42c7e542c348	radeon/r300.c	none	reset-mask-candidate-mechanism	introduce	production-reset-wedge-safe-readback	none	reset-path	installed-not-fired	reset-mask-baseline-at-zero	Final reset-mask candidate mechanism	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0064.0	61	0064-rs480-soft-reset-mask-candidates-review-hardening.patch	4a104b9006e4f1f476ba22a7ffae42c7e542c348	77024b615c1d2c7370d4cf1c0becc4496c9b8564	radeon/r300.c	none	reset-mask-candidate-mechanism	harden	none	none	reset-path	installed-not-fired	reset-mask-baseline-at-zero	Final reset-mask candidate mechanism	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0065.0	62	0065-rs480-soft-reset-mask-selector-races-and-mask-aware-idle.patch	77024b615c1d2c7370d4cf1c0becc4496c9b8564	cf13a610769d4b4280797a9e377037cea3103ae1	radeon/r300.c	none	reset-mask-candidate-mechanism	correct	none	none	reset-path	installed-not-fired	reset-mask-baseline-at-zero	Final reset-mask candidate mechanism	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0066.0	63	0066-rs480-atomic-one-shot-reset-mask-consume-cmpxchg.patch	cf13a610769d4b4280797a9e377037cea3103ae1	291d7ac8b9d5d0786f04a9efef276e19956bc3ba	radeon/r300.c	none	reset-mask-candidate-mechanism	harden	none	none	reset-path	installed-not-fired	reset-mask-baseline-at-zero	Final reset-mask candidate mechanism	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0067.0	64	0067-rs480-reset-idle-check-gui-active-for-experimental-masks.patch	291d7ac8b9d5d0786f04a9efef276e19956bc3ba	651459a1bdf13238866b0ca32e957fa70f32dc70	radeon/r300.c	none	reset-mask-candidate-mechanism	extend	none	none	reset-path	installed-not-fired	reset-mask-baseline-at-zero	Final reset-mask candidate mechanism	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0068.0	65	0068-rs480-reset-idle-check-comment-grammar.patch	651459a1bdf13238866b0ca32e957fa70f32dc70	744f909a97d0690de22b20fadcf94e2ac4091162	radeon/r300.c	none	reset-mask-candidate-mechanism	comment-only	none	none	reset-path	comment-only	comment-only	Final reset-mask candidate mechanism	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	grammar fix folded into the 0067 idle-check comment in a native commit
0069.0	66	0069-rs480-parked-fbdev-write-advance-ppos.patch	744f909a97d0690de22b20fadcf94e2ac4091162	46b4926eeac7efe44349542251c22e0d132bfe21	radeon/radeon_fbdev.c	none	parked-memory-fault-containment	correct	none	none	mm-fault-path	compile-verified	always-on	Parked GEM, TTM, fbdev, mmap, and fault containment	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0070.0	67	0070-rs480-parked-gem-fault-reserve-before-placement.patch	46b4926eeac7efe44349542251c22e0d132bfe21	1ca49f19949ac12947d0678866888ded8665d17c	radeon/radeon_gem.c	none	parked-memory-fault-containment	correct	none	none	mm-fault-path	compile-verified	always-on	Parked GEM, TTM, fbdev, mmap, and fault containment	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0071.0	68	0071-rs480-parked-residual-irq-cursor-detect-debugfs-gates.patch	1ca49f19949ac12947d0678866888ded8665d17c	b4c1d84b716d62467616b524880c3ac8ff44082a	radeon/radeon_irq_kms.c	none	parked-driver-entry-gates	extend	parked-state-classification	none	kms-gates	compile-verified	always-on	Parked KMS, GART, fence, asynchronous, debugfs, and unload gates	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0071.1	68	0071-rs480-parked-residual-irq-cursor-detect-debugfs-gates.patch	1ca49f19949ac12947d0678866888ded8665d17c	b4c1d84b716d62467616b524880c3ac8ff44082a	radeon/radeon_device.c	none	parked-driver-entry-gates	extend	parked-state-classification	none	kms-gates	compile-verified	always-on	Parked KMS, GART, fence, asynchronous, debugfs, and unload gates	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0071.2	68	0071-rs480-parked-residual-irq-cursor-detect-debugfs-gates.patch	1ca49f19949ac12947d0678866888ded8665d17c	b4c1d84b716d62467616b524880c3ac8ff44082a	radeon/radeon_cursor.c	none	parked-driver-entry-gates	extend	parked-state-classification	none	kms-gates	compile-verified	always-on	Parked KMS, GART, fence, asynchronous, debugfs, and unload gates	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0071.3	68	0071-rs480-parked-residual-irq-cursor-detect-debugfs-gates.patch	1ca49f19949ac12947d0678866888ded8665d17c	b4c1d84b716d62467616b524880c3ac8ff44082a	radeon/radeon_connectors.c	none	parked-driver-entry-gates	extend	parked-state-classification	none	kms-gates	compile-verified	always-on	Parked KMS, GART, fence, asynchronous, debugfs, and unload gates	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0071.4	68	0071-rs480-parked-residual-irq-cursor-detect-debugfs-gates.patch	1ca49f19949ac12947d0678866888ded8665d17c	b4c1d84b716d62467616b524880c3ac8ff44082a	radeon/radeon_kms.c	none	parked-driver-entry-gates	extend	parked-state-classification	none	kms-gates	compile-verified	always-on	Parked KMS, GART, fence, asynchronous, debugfs, and unload gates	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0071.5	68	0071-rs480-parked-residual-irq-cursor-detect-debugfs-gates.patch	1ca49f19949ac12947d0678866888ded8665d17c	b4c1d84b716d62467616b524880c3ac8ff44082a	radeon/rs400.c	none	parked-driver-entry-gates	extend	parked-state-classification	none	kms-gates	compile-verified	always-on	Parked KMS, GART, fence, asynchronous, debugfs, and unload gates	fold	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
0072.0	69	0072-rs480-gart-page-table-readonly-debugfs.patch	b4c1d84b716d62467616b524880c3ac8ff44082a	d69060341a044957f73b7dd9a5cc3fb7c939f417	radeon/rs400.c	none	gart-page-table-reader	introduce	parked-driver-entry-gates	none	debugfs-read	compile-verified	root-only-read-only-debugfs	Bounded GART page-table reader	standalone	steinmarder-r300:src/re/r300/findings/rs480-reset-recovery-patch-status-table.md	
